SA1_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
80104104006,24,45,0,0,6,21,0,0,30,109,33,124,0,0,7,20,4,11,6,31,38,150,0,0,0,0,0,0,0,6,3,3,0,6,3,5,10,19,12,25,13,32,5,3,79,236
80104104007,26,56,3,8,15,49,0,0,45,176,62,235,4,9,5,25,15,42,20,75,78,305,0,0,6,9,0,0,6,20,6,26,0,0,3,4,7,14,6,21,20,46,5,5,129,415
80104104008,34,69,0,4,15,59,0,6,41,164,60,226,10,26,11,37,15,38,29,102,85,337,0,5,0,3,0,0,6,19,6,24,3,4,4,9,5,11,13,26,25,51,0,4,143,454
80104104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,23,49,0,3,8,36,0,0,32,111,36,146,0,6,3,7,3,17,10,28,47,180,0,0,4,9,0,3,3,9,4,21,0,0,6,3,4,6,3,11,16,28,0,0,82,254
80104104014,33,66,0,10,8,29,0,5,24,104,31,141,0,9,5,20,13,36,24,67,53,209,0,0,0,4,0,0,0,8,4,14,0,3,0,3,0,4,7,8,6,19,0,5,95,289
80104104015,26,57,0,0,8,23,3,8,31,131,42,167,4,22,6,16,13,37,23,81,62,245,0,0,5,4,0,0,4,13,6,18,0,4,6,4,7,10,11,21,15,33,0,5,104,340
80104104017,31,66,0,13,8,33,0,0,25,98,31,135,5,20,5,5,0,7,9,37,45,172,0,0,0,5,0,0,5,21,7,33,0,0,0,4,5,4,6,11,13,41,4,3,93,287
80104104018,16,30,0,0,0,6,0,0,3,20,5,26,0,0,0,0,0,0,0,0,5,26,0,0,0,3,0,0,15,27,15,27,0,0,3,5,0,9,5,15,22,42,0,0,37,90
80104104019,20,40,0,6,5,22,0,0,10,47,18,77,0,0,9,30,4,21,14,53,33,126,0,0,0,0,0,0,3,10,3,12,0,0,0,0,0,0,0,5,3,14,0,0,62,181
80104104020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104021,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
80104104022,35,74,0,0,0,0,0,0,15,51,15,51,0,0,0,4,0,0,0,4,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,5,8,60,147
80104104023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104024,18,30,0,0,0,8,3,13,29,119,32,138,3,14,7,18,7,16,19,59,50,192,0,0,0,8,0,0,0,3,7,10,0,0,0,0,3,7,3,7,7,17,0,4,74,250
80104104025,29,64,0,9,5,27,0,0,29,115,36,152,0,3,7,18,5,20,8,36,46,192,0,0,0,7,0,0,3,15,8,18,0,0,0,3,0,5,4,6,13,29,0,0,91,281
80104104026,77,152,0,9,0,12,0,4,40,134,36,154,0,0,3,17,5,10,12,33,48,186,0,3,0,0,0,0,11,25,15,28,0,0,4,4,10,13,11,19,23,51,0,4,146,394
80104104027,82,159,0,0,4,17,0,0,25,94,32,108,0,0,0,0,0,0,0,0,32,110,0,0,0,0,0,0,8,22,8,22,0,3,0,9,0,7,7,16,15,32,3,9,130,305
80104104028,46,99,0,0,0,0,0,5,16,52,13,55,0,0,0,10,0,3,3,5,19,61,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,6,4,4,5,7,4,12,76,178
80104104029,71,138,0,0,0,0,0,0,22,74,22,74,0,0,0,6,5,9,3,12,29,87,0,0,0,3,0,0,3,10,3,15,0,0,0,0,8,13,7,16,15,29,6,17,115,269
80104104030,150,301,0,10,3,11,0,0,54,181,55,197,0,0,0,0,4,10,4,10,58,209,0,0,0,0,0,0,10,24,10,24,0,4,3,7,4,12,7,23,25,42,4,7,235,557
80104104031,49,102,0,0,0,5,0,0,14,42,16,47,0,0,0,8,3,17,4,20,22,71,0,0,0,0,0,0,3,12,9,10,0,0,0,0,9,11,9,11,11,20,0,4,80,197
80104104032,36,73,0,0,0,0,0,0,16,44,16,44,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,4,0,4,4,8,3,4,55,131
80104104301,32,66,0,4,10,48,0,4,13,60,26,114,3,15,4,14,10,29,19,61,43,179,0,0,0,0,0,0,5,3,6,8,0,0,0,3,0,8,4,17,11,21,0,0,87,259
80104104302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104401,36,68,0,5,3,34,0,10,58,240,74,289,4,23,10,37,7,20,22,80,90,367,0,0,3,8,0,0,9,22,11,28,0,3,0,0,0,5,4,7,15,37,3,6,151,483
80104104402,45,94,0,7,19,60,3,9,52,195,67,272,0,7,8,27,11,34,26,67,91,343,0,0,0,0,0,4,5,18,10,21,0,4,3,6,0,9,5,15,18,38,3,3,155,479
80104104404,40,74,0,9,14,54,4,9,62,241,75,308,6,12,13,42,4,21,17,67,96,372,0,0,3,8,0,0,8,22,10,30,0,0,5,3,7,14,10,19,22,46,0,0,153,496
80104104405,15,34,0,0,13,44,0,15,68,265,81,320,3,7,8,19,4,22,13,50,93,373,0,0,0,0,0,0,4,11,4,16,0,0,0,7,9,15,11,23,14,40,0,0,120,443
80104104409,26,56,3,12,16,62,0,5,33,141,51,216,0,5,4,5,4,8,3,18,58,236,0,0,4,13,0,0,4,18,9,27,0,5,0,0,3,3,5,9,12,39,0,3,102,335
80104104410,24,54,0,0,0,0,0,0,16,52,14,56,0,0,0,3,0,0,0,3,17,59,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,3,3,4,4,0,0,43,116
80104104411,27,51,0,9,6,37,0,6,16,72,27,118,5,14,6,31,6,25,18,66,45,187,0,0,0,0,0,0,7,15,8,20,0,0,5,7,4,6,8,17,17,40,0,3,89,277
80104104412,19,40,3,11,6,29,0,5,25,97,33,147,0,0,8,30,4,8,10,34,44,179,0,0,4,5,0,0,3,6,4,14,0,0,0,0,4,8,4,8,10,22,0,5,72,244
80104104413,22,40,0,0,14,57,0,8,34,150,52,212,7,29,8,36,10,37,26,94,79,307,0,0,0,3,0,0,4,15,9,21,0,0,0,0,0,5,0,5,8,18,0,10,107,376
80104104414,7,18,0,13,9,44,0,0,25,79,38,138,0,9,0,3,3,8,5,14,36,154,0,5,0,0,0,0,0,7,4,14,0,0,0,3,0,0,3,9,9,23,0,0,54,195
80104104415,38,73,0,7,7,33,0,0,30,99,34,134,0,9,5,11,4,4,8,21,45,160,0,0,3,9,0,0,3,10,7,13,0,0,0,0,10,13,10,13,13,29,0,0,96,264
80104104416,33,70,6,17,5,32,4,15,39,175,56,240,3,8,4,8,3,16,8,34,67,273,0,0,0,3,0,0,0,3,3,16,3,8,0,5,7,15,12,24,16,34,4,7,112,380
80104104417,27,54,0,7,7,35,0,3,47,186,60,228,0,0,3,9,9,14,7,30,69,257,0,0,0,3,0,0,0,0,5,3,0,0,3,4,0,0,3,4,4,9,0,4,97,319
80104104418,41,92,0,7,0,7,0,0,51,183,50,194,0,0,0,8,0,9,4,19,54,210,0,0,3,9,0,0,14,36,18,50,0,4,4,3,4,8,5,16,23,66,5,3,126,371
80104104419,63,119,0,0,0,4,0,0,26,84,28,90,0,0,0,0,0,0,0,0,28,90,0,0,0,0,0,0,3,13,3,13,0,0,0,3,0,0,5,4,6,15,0,0,98,231
80104104420,56,115,0,0,3,11,0,0,39,153,42,158,0,0,3,7,3,7,4,13,44,169,0,4,0,3,0,0,12,19,9,29,0,0,0,3,8,7,3,11,16,40,7,15,126,337
80104104421,53,108,0,0,0,3,0,0,16,60,17,65,0,0,0,5,0,10,5,9,18,69,0,0,3,7,0,0,4,8,3,16,0,0,0,0,0,3,0,3,8,15,4,0,86,204
80104104422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104423,32,61,5,21,7,30,0,0,28,116,43,164,0,0,11,22,8,20,16,39,57,205,0,0,0,3,0,0,3,12,4,15,0,8,4,9,4,7,4,18,8,27,0,4,99,293
80104104424,28,50,0,6,12,50,0,4,54,195,63,256,0,9,8,21,6,24,14,47,78,297,0,0,0,11,0,0,6,20,9,26,0,9,6,7,0,4,6,19,14,49,0,5,116,398
80104104425,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,6
80104104426,46,100,0,6,6,34,0,0,40,138,49,174,0,3,3,3,4,19,8,32,55,205,0,0,0,0,0,0,9,28,14,33,0,0,0,0,5,12,5,12,21,46,4,8,125,358
80104104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104601,21,51,0,0,4,24,0,0,20,101,28,116,0,3,3,7,7,32,15,41,45,160,0,0,0,0,0,0,3,6,3,6,0,0,0,4,3,9,5,12,4,18,0,5,76,233
80104104602,53,104,0,0,0,0,0,0,24,98,24,98,0,3,0,8,3,10,4,20,30,115,0,0,5,15,0,4,11,24,19,37,0,0,0,0,3,10,8,16,20,56,0,0,111,274
80104104603,27,60,0,0,4,14,0,3,8,32,14,53,9,33,10,31,7,27,20,96,35,151,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,4,3,6,4,19,0,0,67,216
80104104604,25,59,0,0,3,15,0,3,21,73,22,92,0,3,0,4,6,22,9,27,34,120,0,0,0,5,0,0,10,17,7,24,0,5,0,0,0,4,4,6,11,30,0,3,72,205
80104104605,21,42,0,0,4,21,0,0,26,104,29,120,0,9,0,3,0,5,3,19,35,146,0,0,0,0,0,0,9,17,9,17,0,3,0,0,5,11,5,9,12,28,0,6,70,225
80104104606,23,48,0,9,3,14,0,7,33,146,45,169,5,7,0,11,3,15,11,34,55,206,0,0,4,10,0,5,9,28,12,39,0,0,0,3,4,8,3,7,17,47,0,0,93,302
80104104607,30,58,0,0,5,6,4,10,19,76,24,90,0,0,0,9,4,12,9,16,25,105,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,9,0,9,8,14,0,0,63,180
80104104609,24,50,0,0,0,4,0,12,21,70,22,88,5,6,0,6,3,13,6,24,28,116,5,14,0,0,0,0,6,25,11,32,0,0,0,3,13,24,10,30,25,61,3,5,81,229
80104104612,16,32,0,0,0,0,0,3,16,59,14,60,0,9,3,4,6,9,7,20,24,78,0,0,0,0,0,3,5,13,6,16,0,0,0,8,7,17,10,24,21,45,0,4,59,161
80104104613,29,57,0,8,4,23,0,13,33,137,45,178,0,21,7,21,9,31,22,75,62,251,0,0,0,0,0,0,3,5,3,5,3,7,0,3,4,4,7,17,6,19,4,7,106,338
80104104614,26,50,3,13,5,18,6,15,25,110,34,155,3,11,12,39,6,20,22,74,56,224,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,10,7,13,0,0,90,290
80104104616,21,43,0,0,0,4,0,0,11,41,15,46,0,5,0,8,4,14,7,26,20,72,0,0,3,10,0,0,12,18,13,31,0,0,0,0,3,8,6,8,19,39,0,0,56,151
80104104617,46,93,0,0,6,37,3,17,40,156,50,206,4,18,5,21,8,34,23,69,68,276,0,0,0,12,0,0,6,18,12,26,4,8,3,3,6,16,10,27,21,57,0,0,140,425
80104104618,30,66,0,0,4,36,0,6,22,96,33,136,6,25,3,6,3,18,13,50,42,182,0,0,0,5,0,0,14,26,15,31,0,0,6,6,7,15,11,20,28,58,0,11,109,313
80104104619,14,33,0,0,0,0,0,0,27,107,27,107,3,14,3,12,7,17,14,51,42,159,0,0,0,4,0,0,5,12,6,16,3,3,3,9,11,21,18,34,24,46,0,0,82,243
80104104620,19,40,0,0,0,0,0,0,33,124,33,124,0,7,0,0,5,22,6,28,39,150,0,0,0,4,0,0,16,33,13,41,0,7,6,5,6,9,11,20,22,59,0,4,83,254
80104104621,23,44,0,0,3,13,0,0,27,112,32,130,5,23,3,6,6,20,16,53,45,174,0,0,0,0,0,0,6,15,6,15,0,3,4,8,3,9,8,19,12,36,0,4,84,262
80104104622,27,53,0,7,3,18,0,5,31,140,39,163,0,8,3,14,10,26,13,53,56,214,0,0,0,0,0,6,4,11,6,9,0,0,0,5,0,14,3,16,7,24,0,4,96,300
80104104623,49,103,0,7,6,28,3,11,41,158,52,207,3,22,7,23,9,33,19,75,77,284,0,0,0,0,0,0,6,22,7,23,0,0,0,0,6,10,6,10,15,35,0,0,142,419
80104104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104625,35,71,0,0,4,27,0,0,35,126,35,150,5,32,6,13,11,28,22,72,56,224,0,0,4,10,0,0,10,29,16,34,5,7,0,0,6,17,11,26,22,60,0,4,120,358
80104104626,30,61,0,0,8,30,0,0,27,99,31,128,4,10,0,0,3,19,10,29,38,152,0,0,6,3,0,0,12,27,13,27,3,7,0,0,11,22,10,33,24,57,3,8,96,274
80104104627,29,50,0,4,8,30,0,9,36,139,43,183,0,0,0,3,3,13,5,18,50,200,0,0,0,0,0,0,12,25,12,27,0,6,0,0,13,20,11,30,20,55,0,0,100,310
80104104628,39,80,0,8,0,21,0,0,31,112,33,137,4,17,4,14,5,19,13,45,48,183,0,0,0,6,0,0,5,22,6,29,0,0,5,8,4,6,11,19,18,50,0,0,102,314
80104104629,72,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,140
80104104630,20,42,0,14,4,17,0,3,34,120,35,151,0,11,5,8,3,9,10,31,43,185,0,0,0,9,0,0,6,14,8,23,0,0,0,11,3,10,8,24,19,44,0,5,82,272
80104104631,19,35,5,6,6,31,0,7,49,189,59,235,0,3,3,18,0,0,11,25,65,263,0,0,0,0,0,3,3,8,3,12,0,0,0,0,5,13,8,12,11,26,0,0,94,320
80104104632,59,123,6,10,7,35,0,8,74,286,83,335,0,0,5,13,0,0,4,20,94,349,0,0,0,0,0,0,8,13,8,13,0,0,0,0,5,17,7,14,14,32,3,4,172,508
80104104633,47,89,0,0,4,10,0,0,64,243,68,250,0,8,0,14,3,15,10,40,76,290,0,0,0,0,0,3,12,22,11,27,0,5,0,4,4,7,4,11,13,38,0,0,137,418
80104104634,25,49,0,0,6,32,0,7,43,157,53,197,0,7,0,6,8,16,5,23,57,222,0,3,4,9,0,0,6,13,9,24,0,9,0,0,5,18,11,24,21,51,0,0,103,317
80104104635,18,42,0,0,5,21,0,0,17,78,24,95,0,0,5,16,3,17,8,31,35,126,0,0,0,0,0,0,10,12,10,12,0,0,3,3,9,26,13,34,20,38,0,4,74,212
80104104636,31,62,0,5,5,21,0,9,17,60,24,101,0,5,0,3,4,16,5,26,34,122,0,0,0,0,0,0,8,20,12,25,0,0,0,7,5,15,11,18,17,45,0,0,82,233
80104104637,34,65,0,0,6,20,0,0,23,97,31,117,0,11,5,14,5,10,12,37,37,155,0,17,0,0,0,0,4,12,8,29,0,0,0,0,3,10,8,14,13,45,0,0,83,263
80104104701,30,66,0,8,6,28,0,14,18,68,26,120,4,11,8,26,13,44,19,77,50,194,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,9,3,9,3,7,0,0,90,269
80104104702,55,111,0,0,3,23,0,0,21,75,29,96,10,24,7,27,8,30,22,81,47,175,0,0,0,0,0,0,3,3,3,3,0,0,0,4,4,8,8,16,7,18,0,0,111,303
80104104703,39,80,0,5,6,31,0,13,42,181,51,223,7,45,13,52,16,49,41,140,96,365,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,3,0,4,0,8,139,455
80104104704,21,42,0,5,4,18,0,3,19,63,21,92,0,3,5,22,5,21,12,45,33,139,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,11,4,15,8,20,0,0,69,203
80104104705,46,95,0,4,7,25,0,8,23,112,31,144,4,20,9,28,14,57,30,111,62,253,0,0,0,0,0,5,0,9,8,14,0,0,0,3,3,14,9,14,8,28,0,0,127,381
80104104706,38,74,0,0,9,35,5,14,20,74,31,120,4,26,7,26,14,39,22,81,53,204,0,0,3,8,0,0,4,6,12,15,0,3,0,0,0,9,7,13,17,29,5,6,105,308
80104104707,29,64,0,16,6,17,0,0,18,63,23,89,4,8,0,10,0,0,9,18,24,104,0,0,0,3,0,4,0,0,5,6,0,3,3,3,4,9,5,17,7,24,0,0,68,193
80104104708,36,68,3,18,3,27,0,6,26,92,33,141,4,15,3,10,6,24,11,52,47,187,0,0,0,3,0,0,3,8,4,13,0,0,0,0,6,12,5,8,11,25,0,3,96,289
80104104709,39,80,0,0,6,13,0,0,18,72,22,85,0,0,0,9,9,18,6,27,30,107,0,0,3,7,0,0,4,12,4,22,0,0,0,3,5,12,6,16,13,39,0,0,81,229
80104104710,50,102,0,5,3,25,5,7,25,108,31,141,9,41,9,37,9,44,32,116,63,259,0,0,0,0,0,0,0,12,0,12,0,0,0,3,3,9,7,7,10,18,3,6,130,383
80104104711,44,85,0,5,10,36,0,0,39,150,46,191,6,21,6,15,12,48,22,78,73,269,0,5,5,3,0,7,10,27,16,45,0,0,3,3,8,18,9,20,24,67,0,4,138,429
80104104712,22,48,0,0,0,11,0,4,12,60,15,73,0,3,10,18,0,13,13,35,28,112,0,0,0,0,0,0,6,16,6,16,0,0,0,3,4,9,7,15,18,31,4,4,72,191
80104104713,46,91,0,4,4,26,0,12,26,107,38,148,4,21,6,13,12,39,22,76,63,223,0,10,0,7,0,0,6,30,17,44,0,4,0,3,5,9,7,16,22,61,0,7,130,384
80104104714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104715,51,95,0,0,4,9,0,3,17,71,20,89,3,9,0,19,11,45,20,72,41,156,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,4,0,4,5,11,0,0,97,265
80104104716,46,91,0,0,4,29,0,0,26,115,37,142,7,31,8,31,15,57,35,118,68,263,0,0,0,7,0,0,3,3,4,9,4,11,0,0,3,7,6,20,8,26,0,0,124,378
80104104717,44,92,0,4,10,42,6,8,22,92,37,153,15,45,18,57,29,93,56,196,89,349,0,4,0,0,0,0,5,4,3,9,0,6,3,3,3,9,8,19,12,25,0,5,150,472
80104104718,51,104,0,4,5,28,4,23,26,101,38,161,14,52,20,62,11,45,44,160,84,322,0,0,0,0,0,0,4,3,4,3,0,3,0,0,0,3,0,9,4,14,0,0,141,439
80104104719,53,105,0,0,0,19,0,6,27,117,35,138,3,16,13,48,13,48,31,121,67,255,0,0,0,0,0,0,4,11,6,13,5,6,0,3,0,4,10,14,9,28,0,3,129,392
80104104801,26,57,6,10,3,12,4,10,21,85,30,118,0,19,5,36,7,29,22,84,52,202,0,0,0,6,0,0,5,9,9,13,0,0,3,4,3,9,3,19,15,30,0,0,95,293
80104104802,43,96,3,13,4,18,0,0,45,180,51,214,11,37,5,14,11,35,24,83,72,293,0,0,0,6,0,0,17,32,14,40,0,4,0,0,10,18,9,21,21,56,0,0,146,446
80104104803,27,52,0,0,6,11,0,0,31,134,36,145,0,4,0,3,7,24,9,30,45,171,0,0,0,4,0,0,3,12,4,17,0,6,0,14,3,3,7,16,12,36,5,10,87,268
80104104804,30,62,0,0,3,6,0,5,37,130,35,141,0,0,5,9,3,7,5,22,43,161,0,0,4,4,0,0,13,29,16,39,0,0,0,0,8,16,8,16,23,55,0,3,100,285
80104104805,44,98,0,13,0,9,0,11,42,167,43,192,0,3,0,12,6,31,11,46,58,239,0,0,0,16,0,0,11,21,14,34,0,0,4,8,16,25,18,37,32,76,4,6,144,415
80104104806,31,71,0,0,0,9,0,0,22,80,23,92,5,15,6,14,9,23,17,51,35,148,0,0,0,5,0,0,3,8,8,15,0,5,3,8,6,16,9,23,15,38,4,6,87,260
80104104807,35,76,0,0,10,40,0,0,28,100,37,140,0,12,4,11,7,31,16,53,50,191,0,0,0,5,0,0,5,13,3,12,0,0,6,7,4,4,0,11,9,19,0,0,92,288
80104104808,40,82,0,8,9,21,0,7,27,99,32,133,0,7,0,8,5,17,12,27,45,162,0,0,0,0,0,0,10,24,10,24,0,0,0,5,14,25,16,34,21,51,0,0,105,294
80104104809,51,104,0,0,5,23,0,8,32,108,37,135,8,22,11,31,13,46,24,102,64,235,0,4,0,4,0,0,4,8,8,23,0,0,0,0,10,23,10,23,16,48,7,15,139,399
80104104810,35,74,0,6,7,30,0,3,18,72,30,112,0,10,4,4,13,31,10,51,38,161,0,0,0,0,0,0,5,7,5,7,0,0,0,6,6,19,3,19,12,31,0,0,84,262
80104104811,36,68,0,8,6,24,0,0,24,87,29,116,0,7,13,38,7,29,22,69,55,190,0,0,0,0,0,0,5,15,5,10,0,4,0,0,5,3,7,13,9,26,0,0,97,284
80104104812,60,117,0,5,0,9,0,5,39,144,38,161,3,12,3,13,3,13,12,42,57,209,0,0,0,3,0,0,21,56,26,61,0,0,5,3,19,32,14,34,46,95,0,5,158,425
80104104813,30,53,0,7,3,13,0,0,25,81,30,107,4,6,4,17,3,14,14,39,41,147,0,0,0,0,0,0,10,23,9,28,0,4,0,0,3,8,5,12,16,41,0,0,81,237
80104104814,50,95,0,0,9,34,0,3,42,154,50,197,7,19,5,25,13,38,27,81,74,275,0,0,0,3,0,3,6,29,10,41,4,7,0,3,4,10,7,23,18,60,0,3,137,426
80104111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,34,71,6,11,13,61,0,0,84,324,101,395,4,21,4,10,3,13,11,36,111,431,3,7,3,13,0,4,18,39,23,67,0,0,3,8,10,14,11,22,31,87,3,10,179,599
80104111803,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
80104111901,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
80104112001,16,32,0,0,7,40,0,0,63,233,68,273,0,5,3,18,5,10,10,31,79,305,0,0,0,7,0,0,6,16,12,19,4,4,0,9,0,5,9,16,15,32,0,0,104,372
80104112003,31,58,0,3,11,47,3,10,70,271,79,335,5,28,10,26,0,11,20,67,99,400,0,0,0,3,0,0,6,17,9,16,0,4,0,3,4,13,5,18,14,33,0,0,144,490
80104112005,27,54,0,0,8,43,0,0,60,221,66,262,3,7,0,0,0,11,8,20,75,277,0,0,0,5,0,3,4,9,6,14,0,3,0,0,0,0,5,5,5,18,0,0,110,351
80104112006,40,75,0,0,7,37,0,8,64,236,70,278,0,6,6,17,6,17,12,35,85,314,0,3,0,5,0,0,5,12,8,25,0,0,0,5,0,5,7,10,18,35,0,0,135,428
80104112007,27,53,0,0,4,19,0,4,52,202,60,233,0,0,3,7,0,13,9,14,64,245,0,0,3,7,0,0,7,23,9,30,0,5,0,9,3,3,8,19,15,51,0,0,109,352
80104112008,35,71,0,0,0,0,0,0,38,143,38,143,0,6,0,4,0,3,3,8,41,156,0,0,0,5,0,0,17,48,22,46,0,0,4,7,3,3,3,9,19,58,7,14,107,290
80104112009,44,89,0,6,5,17,0,0,63,223,72,248,0,0,0,6,0,5,5,10,71,257,0,0,0,0,0,0,9,8,9,8,0,0,0,4,6,5,3,7,11,23,3,9,130,375
80104112010,23,48,0,0,8,48,4,11,54,219,70,278,7,17,9,17,5,13,14,45,79,322,0,0,0,6,0,0,8,33,9,36,0,5,0,3,4,14,7,19,17,57,3,6,127,429
80104112011,20,44,0,0,8,34,0,0,51,182,58,217,0,9,13,37,0,0,7,42,66,254,0,0,0,6,0,0,0,0,0,8,0,0,0,0,6,6,6,6,0,12,0,0,94,314
80104112012,23,48,0,17,0,4,0,0,74,301,81,322,0,0,5,12,4,14,8,24,87,347,0,4,3,13,3,4,16,38,25,66,0,6,0,8,4,7,12,19,31,82,0,3,144,482
80104112013,23,50,0,5,10,52,4,20,59,239,77,314,0,12,3,13,11,21,13,51,85,363,0,0,0,0,0,4,0,12,5,15,0,0,0,0,3,9,0,5,10,24,0,5,125,439
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,36,61,0,0,4,9,0,0,56,190,54,198,0,0,4,10,3,18,10,31,62,228,0,0,5,8,0,0,12,21,16,39,0,3,7,9,0,6,6,13,20,52,0,0,116,342
